zipCode,latitude,longitude,price,numBeds,numBaths,area,address,timeOnZillow,detailURL
37920,35.89191,-83.887505,2500.0,4,3.0,1750,"7340 Coatney Rd #6B46B2CB9, Knoxville, TN 37920",919118000,/homedetails/7340-Coatney-Rd-6B46B2CB9-Knoxville-TN-37920/2055034261_zpid/
37920,35.943813,-83.88838,1750.0,2,1.0,975,"3608 S Haven Rd SE, Knoxville, TN 37920",1108210714,/homedetails/3608-S-Haven-Rd-SE-Knoxville-TN-37920/41671136_zpid/
37920,35.911602,-83.87835,2300.0,3,2.0,2207,"6339 Stonecress Ln, Knoxville, TN 37920",4135002836,/homedetails/6339-Stonecress-Ln-Knoxville-TN-37920/41683088_zpid/
37920,35.912693,-83.835495,1600.0,2,2.5,1200,"456 E Norton Rd, Knoxville, TN 37920",1712391018,/homedetails/456-E-Norton-Rd-Knoxville-TN-37920/2055025921_zpid/
37920,35.854298,-83.75263,1400.0,2,2.0,900,"436 Tittsworth Springs Rd #2, Seymour, TN 37865",1186151937,/homedetails/436-Tittsworth-Springs-Rd-2-Seymour-TN-37865/2093775208_zpid/
37920,35.939247,-83.93432,2310.0,3,1.5,1812,"1976 Cherokee Bluff Dr, Knoxville, TN 37920",8965292934,/homedetails/1976-Cherokee-Bluff-Dr-Knoxville-TN-37920/41668064_zpid/
37920,35.95185,-83.96543,725.0,3,2.0,1038,"410 Harry St, Knoxville, TN 37919",9404050132,/apartments/knoxville-tn/sutherland-square/5YyDsQ/
37920,35.93462,-83.91303,950.0,1,1.0,1296,"4010 W Martin Mill Pike, Knoxville, TN",2132147747,/b/4010-w-martin-mill-pike-knoxville-tn-B6qtTB/
37920,35.947098,-83.971085,1400.0,2,1.0,768,"3956 N Bellemeade Ave, Knoxville, TN 37919",5390704413,/homedetails/3956-N-Bellemeade-Ave-Knoxville-TN-37919/41666461_zpid/
37920,35.8554,-83.995125,1300.0,3,1.5,,"1919 E Old Topside Rd #1919-B, Louisville, TN 37777",1782714829,/b/01919o-louisville-tn-9QfVZV/
37920,35.968506,-83.92,2550.0,2,1.0,975,"116 S Gay St #808, Knoxville, TN 37902",4207547139,/b/sterchi-lofts-knoxville-tn-5YXgnC/
37920,35.966297,-83.900536,2500.0,4,2.0,1550,"1121 Magnet Pl, Knoxville, TN 37915",10784356409,/homedetails/1121-Magnet-Pl-Knoxville-TN-37915/41655833_zpid/
37920,35.962036,-83.92937,900.0,1,1.0,452,"1319 Highland Ave, Knoxville, TN",1190857014,/apartments/knoxville-tn/highland-terrace-communities/5Xt3rv/
37920,35.908527,-83.852745,719.0,3,2.0,1045,"290 Quaker Way, Knoxville, TN 37920",281282962,/apartments/knoxville-tn/white-oak-crossing/BMT6qZ/
37076,36.164574,-86.5205,1509.0,1,1.0,792,"1001 Providence Pkwy, Mount Juliet, TN",162610621,/apartments/mount-juliet-tn/creekside-at-providence/65WmdW/
37076,36.21515,-86.58438,1550.0,2,2.0,910,"1011 Lady Nashville Dr, Hermitage, TN",277631257,/apartments/hermitage-tn/the-aria-at-heritage-hills/Bfpgkc/
37076,36.214687,-86.5715,2095.0,2,2.5,1565,"1000 Devonshire Dr, Old Hickory, TN",8535603,/b/highland-at-hickory-hills-townhomes-old-hickory-tn-BPMTWn/
37076,36.213623,-86.571846,2121.0,2,2.5,1565,"1000 Devonshire Dr, Old Hickory, TN",339030706,/b/highland-at-hickory-hills-townhomes-old-hickory-tn-BPMTWn/
37076,36.18027,-86.6018,1180.0,1,1.0,750,"5610 Old Hickory Blvd, Hermitage, TN",10162064,/apartments/hermitage-tn/meridian-at-hermitage/5XhxgG/
37076,36.179916,-86.60218,1220.0,1,1.0,750,"5610 Old Hickory Blvd, Hermitage, TN",194604412,/apartments/hermitage-tn/meridian-at-hermitage/5XhxgG/
37076,36.086857,-86.605995,1311.0,1,1.0,730,"2999 Smith Springs Rd, Nashville, TN",370349558,/apartments/nashville-tn/chase-cove-apartments/5XhxXk/
37076,36.092285,-86.65396,1701.0,2,1.5,1150,"264 British Woods Dr #332, Nashville, TN 37217",975206827,/apartments/nashville-tn/british-woods-apartments/5XhxbF/
37076,36.092278,-86.65396,1180.0,1,1.0,725,"264 British Woods Dr, Nashville, TN",24795665,/apartments/nashville-tn/british-woods-apartments/5XhxbF/
37076,36.199932,-86.61378,1584.0,2,1.0,900,"8300 Terry Ln #436BT, Hermitage, TN 37076",24730582,/apartments/hermitage-tn/retreat-at-hermitage/5XhxYB/
37076,36.199924,-86.61377,1374.0,2,1.0,900,"8300 Terry Ln, Hermitage, TN",24766543,/apartments/hermitage-tn/retreat-at-hermitage/5XhxYB/
37076,36.14484,-86.62524,1249.0,1,1.0,750,"3555 Bell Rd, Nashville, TN",10102603,/apartments/nashville-tn/priest-lake/5XhxgZ/
37076,36.141327,-86.62262,1634.0,2,2.0,1000,"3555 Bell Rd, Nashville, TN",194542572,/apartments/nashville-tn/priest-lake/5XhxgZ/
37076,36.144848,-86.62524,1389.0,1,1.0,750,"3555 Bell Rd, Nashville, TN",10102167,/apartments/nashville-tn/priest-lake/5XhxgZ/
37076,36.132366,-86.519394,2730.0,3,2.5,1831,"2791 S Mount Juliet Rd, Mount Juliet, TN",8689903,/apartments/mount-juliet-tn/cassa-life-mt-juliet/9QdNcV/
37076,36.16678,-86.59907,1198.0,0,1.0,500,"5900 Old Hickory Blvd, Hermitage, TN",281789043,/apartments/hermitage-tn/maa-park/5Xhxg9/
37076,36.165596,-86.59805,1303.0,1,1.0,685,"5900 Old Hickory Blvd, Hermitage, TN",281788689,/apartments/hermitage-tn/maa-park/5Xhxg9/
37076,36.16415,-86.59775,1224.0,1,1.0,603,"100 Arbor Lake Blvd, Hermitage, TN",356786547,/apartments/hermitage-tn/highlands-at-the-lake/5Xhxhb/
37076,36.166283,-86.523865,1375.0,1,1.0,724,"630 Providence Pkwy, Mount Juliet, TN",10575795,/b/enclave-at-providence-mount-juliet-tn-CYGqKn/
37076,36.17812,-86.641464,1315.0,1,1.0,462,"100 Jackson Downs Blvd, Nashville, TN",413260036,/apartments/nashville-tn/polo-park/5Xhxdq/
37076,36.13056,-86.51471,2885.0,3,2.5,1907,"2791 S Mount Juliet Rd #644, Mount Juliet, TN 37122",944100656,/apartments/mount-juliet-tn/cassa-life-mt-juliet/9QdNcV/
37076,36.123116,-86.62995,1345.0,1,1.0,677,"1501 Woodland Pointe Dr, Nashville, TN",22500278,/apartments/nashville-tn/hamptons-at-woodland-pointe/5XhxZw/
37076,36.212402,-86.58569,1870.0,2,1.5,1475,"1066 Lady Nashville Dr, Hermitage, TN",18341378,/apartments/hermitage-tn/heritage-hills-townhomes/BMb5kc/
37076,36.19978,-86.516754,1487.0,0,1.0,666,"2099 N Mount Juliet Rd, Mount Juliet, TN",10930603,/apartments/mount-juliet-tn/vintage-station-north/C2nQ75/
37076,36.170795,-86.60472,1214.0,0,1.0,538,"4042 Shurgard Way, Hermitage, TN",10414534,/apartments/hermitage-tn/the-crockett/BTyc9D/
37076,36.16402,-86.66359,1379.0,1,1.0,675,"135 Donelson Pike, Nashville, TN",442768428,/apartments/nashville-tn/bexley-donelson/9Drxzz/
37076,36.17144,-86.596,1083.0,1,1.0,650,"4100 Central Pike, Hermitage, TN",326893417,/apartments/hermitage-tn/colonnade/5XhxXc/
37076,36.16407,-86.59731,1185.0,1,1.0,770,"6001 Old Hickory Blvd, Hermitage, TN",21491252,/apartments/hermitage-tn/the-arbours-of-hermitage/5XhxcD/
37076,36.171696,-86.61151,1311.0,1,1.0,600,"1100 Crystal Spring Ln, Hermitage, TN",8650582,/apartments/hermitage-tn/cherry-creek/5Xhxbr/
37076,36.17314,-86.61036,1620.0,2,2.0,1100,"1100 Crystal Spring Ln, Hermitage, TN",281815825,/apartments/hermitage-tn/cherry-creek/5Xhxbr/
37076,36.09178,-86.64881,1165.0,1,1.0,800,"2005 Borowood Dr, Nashville, TN",281201555,/apartments/nashville-tn/hampton-chase/5Xhxch/
37076,36.09186,-86.64903,1175.0,1,1.0,800,"2005 Borowood Dr, Nashville, TN",508157616,/apartments/nashville-tn/hampton-chase/5Xhxch/
37076,36.17219,-86.59987,999.0,0,1.0,264,"4040 Central Pike, Hermitage, TN",413097345,/apartments/hermitage-tn/hermitage-studios/CYcJHT/
