zipCode,latitude,longitude,price,numBeds,numBaths,area,address,timeOnZillow,detailURL
37076,36.21515,-86.58438,"$1,550+/mo",2,2.0,910,"1011 Lady Nashville Dr, Hermitage, TN",315524928,/apartments/hermitage-tn/the-aria-at-heritage-hills/Bfpgkc/
37076,36.144848,-86.62524,"$1,299+/mo",1,1.0,750,"3555 Bell Rd, Nashville, TN",76410918,/apartments/nashville-tn/priest-lake/5XhxgZ/
37076,36.14484,-86.62524,"$1,249+/mo",1,1.0,750,"3555 Bell Rd, Nashville, TN",1568055,/apartments/nashville-tn/priest-lake/5XhxgZ/
37076,36.141327,-86.62262,"$1,599+/mo",2,2.0,1000,"3555 Bell Rd, Nashville, TN",1587606,/apartments/nashville-tn/priest-lake/5XhxgZ/
37076,36.18804,-86.62739,"$1,180+/mo",1,1.0,700,"3417 Lebanon Pike, Hermitage, TN",164644060,/apartments/hermitage-tn/jackson-grove-apartment-homes/5XhxfL/
37076,36.132366,-86.519394,"$2,730+/mo",3,2.5,1831,"2791 S Mount Juliet Rd, Mount Juliet, TN",3313467,/apartments/mount-juliet-tn/cassa-life-mt-juliet/9QdNcV/
37076,36.13056,-86.51471,"$2,885/mo",3,2.5,1907,"2791 S Mount Juliet Rd #644, Mount Juliet, TN 37122",579087825,/apartments/mount-juliet-tn/cassa-life-mt-juliet/9QdNcV/
37076,36.086857,-86.605995,"$1,358+/mo",1,1.0,730,"2999 Smith Springs Rd, Nashville, TN",5336727,/apartments/nashville-tn/chase-cove-apartments/5XhxXk/
37076,36.092285,-86.65396,"$1,692/mo",2,1.5,1150,"264 British Woods Dr #332, Nashville, TN 37217",610193996,/apartments/nashville-tn/british-woods-apartments/5XhxbF/
37076,36.092278,-86.65396,"$1,134+/mo",1,1.0,725,"264 British Woods Dr, Nashville, TN",5372081,/apartments/nashville-tn/british-woods-apartments/5XhxbF/
37076,36.084297,-86.643074,"$1,316+/mo",1,1.0,800,"500 Brooksboro Ter, Nashville, TN",5360024,/apartments/nashville-tn/brighton-valley-apts/5XhxX5/
37076,36.16678,-86.59907,"$1,218+/mo",0,1.0,500,"5900 Old Hickory Blvd, Hermitage, TN",6717534,/apartments/hermitage-tn/maa-park/5Xhxg9/
37076,36.165596,-86.59805,"$1,343+/mo",1,1.0,685,"5900 Old Hickory Blvd, Hermitage, TN",17566134,/apartments/hermitage-tn/maa-park/5Xhxg9/
37076,36.199924,-86.61377,"$1,350+/mo",2,1.0,900,"8300 Terry Ln, Hermitage, TN",264601072,/apartments/hermitage-tn/retreat-at-hermitage/5XhxYB/
37076,36.16415,-86.59775,"$1,224+/mo",1,1.0,603,"100 Arbor Lake Blvd, Hermitage, TN",80252396,/apartments/hermitage-tn/highlands-at-the-lake/5Xhxhb/
